store_id,sku_id,stock_on_hand,units_30d,units_90d,avg_daily_demand_30d,avg_daily_demand_90d,calibrated_forecast_30d,calibrated_forecast_60d,calibrated_forecast_90d,planning_daily_demand,planning_days_of_inventory,calibrated_inventory_coverage_days,planning_inventory_risk,planning_stockout_risk,planning_reorder_point,planning_target_stock,inventory_gap_to_target,suggested_reorder_quantity,planning_reorder_status,reorder_priority,demand_available,inventory_coverage_category,executive_inventory_flag,replenishment_decision,business_action
9,1183,94,0.0,8.0,0.0,0.0888888888888888,1.3457116855534696,2.8997337968317267,6.179816252571261,0.0401237835222013,2342.750153359485,2095.5454502426937,SEVERE_OVERSTOCK,0.0,0.5617329693108191,1.4845799903214505,-92.51542000967856,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1097,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,NO_FORECAST_DEMAND,0.0,0.0,0.0,-139.0,0,NO_FORECAST_DEMAND,P5 - NO ACTION,FALSE,0-30 DAYS,NORMAL,NO IMMEDIATE REORDER,NO_ACTION_REVIEW_DORMANT
9,1110,332,3.0,8.0,0.1,0.0888888888888888,1.7926910164434655,3.847509407281944,8.2249211126964,0.0845935768311013,3924.647856690914,5555.893295967827,SEVERE_OVERSTOCK,0.0,1.1843100756354186,3.129962342750749,-328.87003765724927,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1170,303,6.0,14.0,0.2,0.1555555555555555,1.831103916238928,3.918215404944449,8.289669095857505,0.1449777058290559,2089.976512369902,4964.218534724552,SEVERE_OVERSTOCK,0.0,2.029687881606783,5.36417511567507,-297.6358248843249,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1017,176,1.0,1.0,0.0333333333333333,0.0111111111111111,1.8004792833846526,3.907979536840805,8.370184887526477,0.0346714595005131,5076.221264853155,2932.5524868435746,SEVERE_OVERSTOCK,0.0,0.4854004330071846,1.282844001518988,-174.71715599848102,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1171,132,0.0,8.0,0.0,0.0888888888888888,1.3596072580227698,2.921323117896802,6.193099821958695,0.0402627392468943,3278.46546134294,2912.6058107095514,SEVERE_OVERSTOCK,0.0,0.5636783494565211,1.4897213521350914,-130.5102786478649,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1197,154,4.0,8.0,0.1333333333333333,0.0888888888888888,1.7691384686995346,3.8399800282834495,8.156318895370882,0.0976913846869953,1576.3928466508926,2611.440586330186,SEVERE_OVERSTOCK,0.0,1.3676793856179348,3.614581233418828,-150.38541876658118,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1043,137,0.0,3.0,0.0,0.0333333333333333,1.3349277427715516,2.8991883765703745,6.156768487867863,0.0233492774277155,5867.419256297047,3078.8183272503543,SEVERE_OVERSTOCK,0.0,0.3268898839880172,0.8639232648254741,-136.13607673517453,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1086,194,2.0,2.0,0.0666666666666666,0.0222222222222222,1.7852770371288813,3.8507885340551375,8.22486279215006,0.0511861037046221,3790.091176298727,3259.998240586706,SEVERE_OVERSTOCK,0.0,0.71660545186471,1.89388583707102,-192.10611416292892,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1155,108,1.0,7.0,0.0333333333333333,0.0777777777777777,1.8091687368112623,3.9124316179304977,8.291684529588595,0.0547583540347792,1972.301795839312,1790.8777296863082,SEVERE_OVERSTOCK,0.0,0.76661695648691,2.026059099286833,-105.97394090071316,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1029,402,1.0,5.0,0.0333333333333333,0.0555555555555555,1.7924598918273789,3.8765685845881706,8.285101159914545,0.0479245989182737,8388.176616470675,6728.184019618458,SEVERE_OVERSTOCK,0.0,0.6709443848558331,1.77321015997613,-400.2267898400239,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1164,82,1.0,5.0,0.0333333333333333,0.0555555555555555,1.8177104100685983,3.9025802137901136,8.289302718527304,0.0481771041006859,1702.053320362035,1353.3508893240933,SEVERE_OVERSTOCK,0.0,0.6744794574096038,1.7825528517253817,-80.21744714827462,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1191,296,0.0,1.0,0.0,0.0111111111111111,1.3444565820672163,2.912914051295023,6.236475151842106,0.0167778991540054,17642.25647579566,6604.89904876381,SEVERE_OVERSTOCK,0.0,0.2348905881560769,0.6207822686982033,-295.3792177313018,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1039,186,4.0,15.0,0.1333333333333333,0.1666666666666666,1.7783210671103202,3.861699988824522,8.206654714871256,0.1211165440044365,1535.7109264378182,3137.791090259765,SEVERE_OVERSTOCK,0.0,1.6956316160621114,4.481312128164151,-181.51868787183585,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1081,356,0.0,10.0,0.0,0.1111111111111111,1.340838216476836,2.8890305810556605,6.169586274626851,0.0467417154981016,7616.322939932706,7965.166765653942,SEVERE_OVERSTOCK,0.0,0.6543840169734237,1.7294434734297628,-354.27055652657026,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1093,289,0.0,2.0,0.0,0.0222222222222222,1.3439124466692296,2.8881505060542816,6.179291290738293,0.0201057911333589,14373.968081290734,6451.31312049966,SEVERE_OVERSTOCK,0.0,0.2814810758670255,0.7439142719342816,-288.2560857280657,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1131,186,1.0,2.0,0.0333333333333333,0.0222222222222222,1.786230776761751,3.882906458849629,8.251448097552215,0.0378623077676175,4912.537321855489,3123.896459849357,SEVERE_OVERSTOCK,0.0,0.5300723087466451,1.400905387401848,-184.5990946125981,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1137,341,2.0,5.0,0.0666666666666666,0.0555555555555555,1.8233334740160296,3.9496050157887903,8.558794406377219,0.0615666680734936,5538.71129736857,5610.602857779851,SEVERE_OVERSTOCK,0.0,0.8619333530289108,2.2779667187192643,-338.72203328128074,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1182,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,NO_FORECAST_DEMAND,0.0,0.0,0.0,-201.0,0,NO_FORECAST_DEMAND,P5 - NO ACTION,FALSE,0-30 DAYS,NORMAL,NO IMMEDIATE REORDER,NO_ACTION_REVIEW_DORMANT
9,1185,172,6.0,14.0,0.2,0.1555555555555555,1.794951473588613,3.867846553539933,8.237508935893153,0.1446161814025528,1189.3551491393744,2874.729526633781,SEVERE_OVERSTOCK,0.0,2.0246265396357392,5.350798711894454,-166.64920128810556,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1033,141,2.0,8.0,0.0666666666666666,0.0888888888888888,1.79482565339392,3.872343967432279,8.30388662803587,0.0712815898672725,1978.0703581744488,2356.77487225642,SEVERE_OVERSTOCK,0.0,0.9979422581418156,2.637418825089084,-138.36258117491093,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1073,73,1.0,2.0,0.0333333333333333,0.0222222222222222,1.7847134356161891,3.8490534869792112,8.222808702669516,0.0378471343561618,1928.8118173764688,1227.087753303029,SEVERE_OVERSTOCK,0.0,0.5298598809862665,1.40034397117799,-71.59965602882201,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1115,202,0.0,12.0,0.0,0.1333333333333333,1.3438567561634287,2.893120582963691,6.176870195135777,0.0534385675616342,3780.041442297641,4509.409185321708,SEVERE_OVERSTOCK,0.0,0.74813994586288,1.9772269997804688,-200.0227730002196,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1010,196,1.0,1.0,0.0333333333333333,0.0111111111111111,1.788342036270856,3.847870313236216,8.183386770868335,0.0345500870293752,5672.923481592293,3287.961631915381,SEVERE_OVERSTOCK,0.0,0.4837012184112531,1.2783532200868832,-194.7216467799132,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1068,196,5.0,14.0,0.1666666666666666,0.1555555555555555,1.7794160039909557,3.850695560098279,8.30071497871465,0.1311274933732429,1494.7284887243534,3304.454937357013,SEVERE_OVERSTOCK,0.0,1.8357849072254004,4.851717254809987,-191.14828274519,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1108,202,4.0,6.0,0.1333333333333333,0.0666666666666666,1.8034441057723447,3.858262496610823,8.235674202025278,0.0913677743910567,2210.845140382144,3360.237215339002,SEVERE_OVERSTOCK,0.0,1.279148841474795,3.380607652469101,-198.6193923475309,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1140,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,NO_FORECAST_DEMAND,0.0,0.0,0.0,-223.0,0,NO_FORECAST_DEMAND,P5 - NO ACTION,FALSE,0-30 DAYS,NORMAL,NO IMMEDIATE REORDER,NO_ACTION_REVIEW_DORMANT
9,1096,157,0.0,7.0,0.0,0.0777777777777777,1.3439124466692296,2.8881505060542816,6.179291290738293,0.0367724578000256,4269.499766749085,3504.692594873517,SEVERE_OVERSTOCK,0.0,0.5148144092003588,1.3605809386009484,-155.63941906139905,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1085,193,0.0,13.0,0.0,0.1444444444444444,1.3418128635252624,2.890946486219954,6.171502179791144,0.0567514619685859,3400.793447520924,4315.057753126833,SEVERE_OVERSTOCK,0.0,0.7945204675602033,2.0998040928376804,-190.9001959071624,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1176,226,5.0,8.0,0.1666666666666666,0.0888888888888888,1.813316544324628,3.895232300876748,8.262687445269362,0.1114664987765796,2027.515015547301,3739.005206355308,SEVERE_OVERSTOCK,0.0,1.5605309828721146,4.124260454733446,-221.87573954526653,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1059,82,3.0,14.0,0.1,0.1555555555555555,1.7894090836566556,3.868957834211416,8.221936334456766,0.1045607575032332,784.2330331000558,1374.7555114524134,SEVERE_OVERSTOCK,0.0,1.463850605045265,3.868748027619629,-78.13125197238037,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1001,88,0.0,2.0,0.0,0.0222222222222222,1.3514968645073695,2.9823613811335576,6.147802383346992,0.0201816353117403,4360.39987051036,1953.3896595182257,SEVERE_OVERSTOCK,0.0,0.2825428943643651,0.7467205065343934,-87.25327949346561,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1057,388,4.0,13.0,0.1333333333333333,0.1444444444444444,1.7960702495154364,3.869773479019614,8.222751979264963,0.114627369161821,3384.880965489621,6480.815548913171,SEVERE_OVERSTOCK,0.0,1.6047831682654945,4.241212658987378,-383.75878734101263,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1178,384,0.0,2.0,0.0,0.0222222222222222,1.3457116855534696,2.906764473066074,6.206652735059846,0.0201237835222013,19081.89876801029,8560.52609460845,SEVERE_OVERSTOCK,0.0,0.2817329693108191,0.7445799903214505,-383.2554200096786,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1064,246,4.0,18.0,0.1333333333333333,0.2,1.7938658247015942,3.875732598227102,8.240001376028733,0.1312719915803492,1873.971721145312,4114.020066817231,SEVERE_OVERSTOCK,0.0,1.837807882124889,4.857063688472923,-241.14293631152708,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1181,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,NO_FORECAST_DEMAND,0.0,0.0,0.0,-290.0,0,NO_FORECAST_DEMAND,P5 - NO ACTION,FALSE,0-30 DAYS,NORMAL,NO IMMEDIATE REORDER,NO_ACTION_REVIEW_DORMANT
9,1079,365,3.0,9.0,0.1,0.1,1.789369894919732,3.869661979911118,8.24373623800604,0.0878936989491973,4152.743647880498,6119.472575842793,SEVERE_OVERSTOCK,0.0,1.2305117852887626,3.252066861120301,-361.7479331388797,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1135,242,2.0,5.0,0.0666666666666666,0.0555555555555555,1.795125807702754,3.8818774999210617,8.235600568279118,0.0612845914103608,3948.790298356906,4044.284789872592,SEVERE_OVERSTOCK,0.0,0.8579842797450523,2.2675298821833523,-239.73247011781663,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1166,273,0.0,8.0,0.0,0.0888888888888888,1.3594471526596337,2.9227536729496064,6.213629473481067,0.040261138193263,6780.73229548393,6024.507818473869,SEVERE_OVERSTOCK,0.0,0.5636559347056821,1.489662113150731,-271.51033788684924,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1141,270,3.0,5.0,0.1,0.0555555555555555,1.817444966454604,3.934038895483174,8.43158873465416,0.0748411163312127,3607.64260657341,4456.806202941674,SEVERE_OVERSTOCK,0.0,1.047775628636978,2.76912130425487,-267.2308786957451,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1163,183,4.0,13.0,0.1333333333333333,0.1444444444444444,1.841442212686849,3.9224463150603066,8.30459904925697,0.1150810887935351,1590.1830780235048,2981.358829604291,SEVERE_OVERSTOCK,0.0,1.611135243109492,4.258000285360801,-178.7419997146392,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1045,127,0.0,3.0,0.0,0.0333333333333333,1.3349277427715516,2.9019426839331937,6.166499526818395,0.0233492774277155,5439.140478465146,2854.0870624875547,SEVERE_OVERSTOCK,0.0,0.3268898839880172,0.8639232648254741,-126.13607673517453,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1078,180,6.0,6.0,0.2,0.0666666666666666,1.790777746598564,3.87106983158995,8.245144089684871,0.1179077774659856,1526.6168514789183,3015.4495778478704,SEVERE_OVERSTOCK,0.0,1.6507088845237992,4.36258776624147,-175.63741223375854,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1005,217,1.0,2.0,0.0333333333333333,0.0222222222222222,1.7855338951905793,3.866255552953246,8.242318394581464,0.0378553389519057,5732.34861998443,3645.9683109544967,SEVERE_OVERSTOCK,0.0,0.5299747453266811,1.4006475412205142,-215.5993524587795,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1063,182,0.0,4.0,0.0,0.0444444444444444,1.3439838589923474,2.9071446687650946,6.193248670658183,0.0267731719232568,6797.8497475640415,4062.548789904097,SEVERE_OVERSTOCK,0.0,0.3748244069255953,0.990607361160502,-181.0093926388395,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1080,338,1.0,4.0,0.0333333333333333,0.0444444444444444,1.783867820398454,3.848124306503555,8.222198564598477,0.0445053448706512,7594.593435515476,5684.277660065126,SEVERE_OVERSTOCK,0.0,0.6230748281891169,1.6466977602140946,-336.35330223978593,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1095,167,0.0,5.0,0.0,0.0555555555555555,1.3439124466692296,2.8881505060542816,6.179291290738293,0.0301057911333589,5547.105514026978,3727.921422572468,SEVERE_OVERSTOCK,0.0,0.4214810758670255,1.1139142719342816,-165.88608572806572,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1008,149,7.0,14.0,0.2333333333333333,0.1555555555555555,1.7721570024413944,3.8230922564041054,8.152627205058268,0.1577215700244139,944.7027440630732,2522.3498786179493,SEVERE_OVERSTOCK,0.0,2.2081019803417954,5.835698090903316,-143.16430190909668,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1053,215,4.0,6.0,0.1333333333333333,0.0666666666666666,1.7909544032647815,3.891715242910948,8.238827452586019,0.0912428773659811,2356.34831130567,3601.431721679855,SEVERE_OVERSTOCK,0.0,1.277400283123736,3.3759864625413023,-211.6240135374587,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
9,1069,430,3.0,3.0,0.1,0.0333333333333333,1.8024550469936087,3.866795098356632,8.240550314046937,0.0680245504699361,6321.247211917134,7156.905256259484,SEVERE_OVERSTOCK,0.0,0.9523437065791056,2.516908367387636,-427.48309163261234,0,NO_REORDER,P5 - NO ACTION,TRUE,>365 DAYS,EXTREME OVERSTOCK,DO NOT REORDER - EXTREME OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK
