store_id,sku_id,stock_on_hand,calibrated_forecast_30d,calibrated_forecast_60d,calibrated_forecast_90d,planning_daily_demand,planning_stockout_risk,planning_inventory_risk,business_action,recommended_action
15,1188,355,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
22,1056,353,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
9,1119,342,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
28,1075,340,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
8,1054,335,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
30,1120,334,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
12,1128,333,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
17,1177,333,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
34,1127,332,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
29,1178,328,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
29,1053,327,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
35,1103,325,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
33,1195,325,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
12,1014,323,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
33,1198,322,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
28,1111,322,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
45,1121,321,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
19,1119,321,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
12,1090,320,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
11,1039,318,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
34,1108,317,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
15,1143,316,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
27,1127,315,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
2,1010,315,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
14,1132,315,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
36,1067,311,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
29,1198,309,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
10,1119,308,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
38,1024,306,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
23,1030,304,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
34,1132,303,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
50,1070,301,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
41,1192,301,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
22,1061,299,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
35,1075,299,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
34,1032,297,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
8,1177,295,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
15,1067,295,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
22,1180,293,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
9,1181,290,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
8,1192,290,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
17,1132,289,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
17,1136,289,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
34,1116,285,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
9,1193,285,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
44,1020,282,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
22,1188,281,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
2,1069,280,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
40,1024,279,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
5,1196,275,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
50,1011,272,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
5,1024,272,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
23,1014,272,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
23,1097,271,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
49,1187,269,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
47,1029,269,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
14,1058,269,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
50,1166,266,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
12,1187,266,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
28,1108,263,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
38,1063,263,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
27,1050,263,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
34,1097,263,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
8,1121,262,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
23,1003,261,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
2,1097,261,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
23,1099,259,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
26,1054,259,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
22,1196,259,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
5,1063,257,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
8,1031,256,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
23,1190,256,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
5,1020,256,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
23,1044,255,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
2,1044,255,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
29,1163,255,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
10,1023,252,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
14,1187,250,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
50,1139,250,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
7,1093,249,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
36,1177,249,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
29,1181,247,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
47,1101,246,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
2,1120,246,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
14,1182,245,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
12,1048,245,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
22,1077,244,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
28,1147,242,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
41,1074,241,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
29,1188,241,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
5,1188,241,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
26,1090,240,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
28,1064,240,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
27,1002,240,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
30,1198,238,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
41,1062,237,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
30,1070,237,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
11,1085,236,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
23,1105,235,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
33,1099,234,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
38,1160,234,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
8,1117,234,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
11,1063,233,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
30,1170,233,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
36,1004,233,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
38,1103,233,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
46,1029,229,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
19,1181,228,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
17,1116,228,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
48,1004,228,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
36,1010,226,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
16,1081,226,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
50,1124,226,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
41,1140,225,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
41,1108,224,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
50,1158,224,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
22,1198,224,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
35,1177,224,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
45,1093,224,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
41,1121,224,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
28,1012,224,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
31,1167,223,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
31,1013,223,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
9,1140,223,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
20,1086,222,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
38,1013,222,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
16,1187,222,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
33,1192,221,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
49,1120,221,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
5,1027,221,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
30,1014,221,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
43,1002,220,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
30,1188,220,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
33,1102,220,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
29,1083,220,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
24,1128,219,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
45,1113,219,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
48,1081,219,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
19,1117,218,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
37,1044,218,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
49,1116,217,0.0,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,NO_ACTION_REVIEW_DORMANT,REVIEW_DORMANT_STOCK
