store_id,sku_id,stock_on_hand,planning_daily_demand,planning_days_of_inventory,calibrated_forecast_30d,calibrated_forecast_60d,calibrated_forecast_90d,stock_to_planning_30d_ratio,planning_inventory_risk,business_action,excess_stock_vs_30d_forecast,recommended_action
8,1137,343,0.0169954477834587,20181.87483908685,1.3662114450125395,2.9518036976117386,6.415683477177368,672.7291613028948,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,341.63378855498746,STOP_REPLENISHMENT_REVIEW_STOCK
19,1128,336,0.0167390256242663,20072.85295703865,1.340569229093299,2.8875335060133054,6.187643309191664,669.095098567955,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,334.6594307709067,STOP_REPLENISHMENT_REVIEW_STOCK
15,1119,402,0.0200326011173783,20067.289197470367,1.3365934450711716,2.890785720606748,6.201126079498775,668.9096399156789,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,400.6634065549288,STOP_REPLENISHMENT_REVIEW_STOCK
37,1070,334,0.0166879813931105,20014.40390734667,1.33546480597772,2.8741609977690707,6.154399617581834,667.1467969115557,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,332.6645351940223,STOP_REPLENISHMENT_REVIEW_STOCK
28,1079,333,0.0168059060324282,19814.462805959523,1.34725726990949,2.913521644960761,6.204927878302198,660.4820935319841,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,331.6527427300905,STOP_REPLENISHMENT_REVIEW_STOCK
15,1104,391,0.0200672945903133,19484.440129201063,1.3400627923646642,2.890889067014957,6.199663916274022,649.4813376400353,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,389.6599372076353,STOP_REPLENISHMENT_REVIEW_STOCK
14,1055,321,0.0166457879200091,19284.15774264075,1.3312454586675802,2.9014508824013574,6.170422118506113,642.8052580880251,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,319.6687545413324,STOP_REPLENISHMENT_REVIEW_STOCK
33,1193,321,0.0166685805376845,19257.78858459357,1.333524720435121,2.907270075698896,6.167626934459592,641.926286153119,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,319.6664752795649,STOP_REPLENISHMENT_REVIEW_STOCK
46,1021,315,0.0164254176496491,19177.59455003748,1.3092084316315769,2.839051120507944,6.06710787491595,639.253151667916,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,313.6907915683684,STOP_REPLENISHMENT_REVIEW_STOCK
9,1178,384,0.0201237835222013,19081.89876801029,1.3457116855534696,2.906764473066074,6.206652735059846,636.0632922670096,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,382.65428831444655,STOP_REPLENISHMENT_REVIEW_STOCK
27,1188,318,0.0167694787012818,18963.02238516762,1.343614536794855,2.911234742137285,6.260971814946075,632.1007461722539,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,316.65638546320514,STOP_REPLENISHMENT_REVIEW_STOCK
22,1121,437,0.0233380896485416,18724.754535652693,1.3338089648541682,2.882021270729425,6.186060019135764,624.1584845217563,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,435.66619103514586,STOP_REPLENISHMENT_REVIEW_STOCK
35,1188,311,0.0166822955903673,18642.51825028064,1.3348962257034045,2.88455274484603,6.124665845469899,621.4172750093545,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,309.6651037742966,STOP_REPLENISHMENT_REVIEW_STOCK
14,1178,371,0.0200601167636843,18494.408799834942,1.3393450097017667,2.901546668279969,6.234170261803934,616.4802933278314,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,369.6606549902982,STOP_REPLENISHMENT_REVIEW_STOCK
33,1170,309,0.0167294292416464,18470.444839251944,1.339609590831316,2.882028033850947,6.108161243894951,615.6814946417314,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,307.66039040916866,STOP_REPLENISHMENT_REVIEW_STOCK
38,1104,307,0.0166600712417668,18427.292149288613,1.3326737908433557,2.864322385498636,6.135061490621348,614.2430716429537,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,305.66732620915667,STOP_REPLENISHMENT_REVIEW_STOCK
29,1122,303,0.0167336273129238,18107.25160383989,1.3400293979590552,2.8864671638971786,6.187223658560107,603.5750534613296,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,301.65997060204097,STOP_REPLENISHMENT_REVIEW_STOCK
9,1180,303,0.016790450188868,18045.97235879281,1.3457116855534696,2.9019011291291728,6.197220404418497,601.5324119597603,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,301.65428831444655,STOP_REPLENISHMENT_REVIEW_STOCK
36,1119,418,0.0233216067387562,17923.2933940765,1.3321606738756258,2.867835144948451,6.147048962764002,597.4431131358834,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,416.66783932612435,STOP_REPLENISHMENT_REVIEW_STOCK
36,1070,358,0.0200213147264438,17880.94362889959,1.33546480597772,2.87523176303643,6.1554703828491935,596.0314542966529,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,356.6645351940223,STOP_REPLENISHMENT_REVIEW_STOCK
35,1080,357,0.0199988301380337,17851.044162881208,1.3332163471367076,2.86643226156319,6.1186571981279885,595.0348054293735,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,355.6667836528633,STOP_REPLENISHMENT_REVIEW_STOCK
9,1191,296,0.0167778991540054,17642.25647579566,1.3444565820672163,2.912914051295023,6.236475151842106,588.0752158598555,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,294.6555434179328,STOP_REPLENISHMENT_REVIEW_STOCK
36,1169,351,0.0200458447891389,17509.863200685613,1.337917812247231,2.8709833843813537,6.143705342189627,583.6621066895203,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,349.6620821877528,STOP_REPLENISHMENT_REVIEW_STOCK
12,1008,291,0.0166869429478928,17438.784378222288,1.3353609614559494,2.874756445564629,6.122665713399799,581.2928126074096,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,289.66463903854407,STOP_REPLENISHMENT_REVIEW_STOCK
30,1044,286,0.0166695793714989,17157.00160311135,1.3336246038165658,2.8926500536931803,6.15330368229184,571.9000534370449,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,284.6663753961834,STOP_REPLENISHMENT_REVIEW_STOCK
49,1024,281,0.0164689150279921,17062.44761858238,1.3135581694658804,2.8607863174767068,6.036580045769223,568.7482539527459,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,279.68644183053414,STOP_REPLENISHMENT_REVIEW_STOCK
41,1039,340,0.0199613406132431,17032.924120057887,1.3294673946576463,2.8896812306148845,6.142695744804298,567.7641373352628,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,338.6705326053424,STOP_REPLENISHMENT_REVIEW_STOCK
10,1069,285,0.0167517192254192,17013.179134923532,1.341838589208591,2.89096053452662,6.17174101072598,567.1059711641177,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,283.6581614107914,STOP_REPLENISHMENT_REVIEW_STOCK
35,1169,340,0.0200433914411536,16963.197121516212,1.3376724774486968,2.873038733006205,6.148013232706299,565.4399040505403,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,338.6623275225513,STOP_REPLENISHMENT_REVIEW_STOCK
15,1137,287,0.0169488187785717,16933.333452290546,1.3615485445238464,2.958712372084816,6.443081914563688,564.4444484096848,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,285.6384514554762,STOP_REPLENISHMENT_REVIEW_STOCK
11,1156,292,0.0172913206673544,16887.084891745053,1.3957987334021098,3.0897798376236443,7.067398940481352,562.9028297248351,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,290.6042012665979,STOP_REPLENISHMENT_REVIEW_STOCK
14,1020,279,0.0165577118007896,16850.154378619773,1.3224378467456317,2.871083896906241,6.123909177303644,561.6718126206591,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,277.67756215325437,STOP_REPLENISHMENT_REVIEW_STOCK
17,1010,338,0.0201034507448618,16813.03395569481,1.343678407819516,2.888711838940287,6.126847438062573,560.4344651898269,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,336.65632159218046,STOP_REPLENISHMENT_REVIEW_STOCK
50,1180,402,0.0239199722015816,16806.039597881285,1.3919972201581603,2.9867168971955995,6.386196030319735,560.2013199293762,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,400.60800277984185,STOP_REPLENISHMENT_REVIEW_STOCK
10,1020,278,0.0165724306843909,16774.84765477644,1.3239097351057578,2.868544410501469,6.119188600648695,559.161588492548,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,276.67609026489424,STOP_REPLENISHMENT_REVIEW_STOCK
16,1105,281,0.0167779947904713,16748.12774167666,1.3444661457138034,2.8975621008230754,6.191756647861319,558.2709247225554,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,279.6555338542862,STOP_REPLENISHMENT_REVIEW_STOCK
22,1085,278,0.0166741134301674,16672.5506075203,1.3340780096834075,2.88201125580726,6.162350809844164,555.7516869173434,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,276.6659219903166,STOP_REPLENISHMENT_REVIEW_STOCK
25,1079,278,0.0167122667848535,16634.4879230837,1.3378933451520263,2.892743022425749,6.170016978241523,554.4829307694567,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,276.66210665484795,STOP_REPLENISHMENT_REVIEW_STOCK
46,1086,335,0.020161708716228,16615.655186524968,1.349504204956137,2.9139471843860387,6.2546039662191015,553.8551728841655,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,333.65049579504387,STOP_REPLENISHMENT_REVIEW_STOCK
28,1010,447,0.0269062966346526,16613.211623643096,1.3572963301319283,2.9121269633069264,6.1934298743226615,553.7737207881032,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,445.64270366986807,STOP_REPLENISHMENT_REVIEW_STOCK
36,1185,276,0.0166844550846097,16542.344271979855,1.3351121751276462,2.871540108198257,6.107515235769505,551.4114757326619,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,274.6648878248724,STOP_REPLENISHMENT_REVIEW_STOCK
9,1126,387,0.0234508828815945,16502.576979894322,1.3450882881594548,2.8934191683100807,6.169645871415932,550.0858993298107,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,385.65491171184055,STOP_REPLENISHMENT_REVIEW_STOCK
34,1014,279,0.0169324656101517,16477.22230321424,1.3599132276818384,2.910299562023924,6.218746413118114,549.2407434404746,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,277.64008677231817,STOP_REPLENISHMENT_REVIEW_STOCK
8,1147,333,0.0202380941668945,16454.118517973948,1.3571427500227875,2.920966853811682,6.2211580556445325,548.4706172657982,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,331.6428572499772,STOP_REPLENISHMENT_REVIEW_STOCK
25,1200,276,0.0167895979272631,16438.749825677987,1.345626459392978,2.9446037752650063,6.925384832283847,547.9583275225996,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,274.654373540607,STOP_REPLENISHMENT_REVIEW_STOCK
44,1086,328,0.0199928422961607,16405.87141844189,1.3326175629494097,2.880063461703496,6.131366275031342,546.8623806147297,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,326.6673824370506,STOP_REPLENISHMENT_REVIEW_STOCK
35,1027,327,0.0200576635218305,16302.995592886342,1.3390996855163846,2.8916329602005324,6.152070942707996,543.4331864295448,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,325.6609003144836,STOP_REPLENISHMENT_REVIEW_STOCK
30,1048,324,0.0198969899629193,16283.870103157113,1.323032329625271,2.878635572064226,6.130999963002613,542.7956701052371,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,322.6769676703747,STOP_REPLENISHMENT_REVIEW_STOCK
2,1184,265,0.0163062799457416,16251.407487285576,1.2972946612408287,2.800178164852234,6.196879798995797,541.7135829095192,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,263.7027053387592,STOP_REPLENISHMENT_REVIEW_STOCK
15,1083,271,0.0167146808029202,16213.291967421404,1.3381347469586944,2.891074550715328,6.1756892688626825,540.4430655807134,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,269.6618652530413,STOP_REPLENISHMENT_REVIEW_STOCK
19,1195,273,0.016880577301204,16172.432679806934,1.3547243967870746,2.9778180709851143,6.28006336535188,539.0810893268978,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,271.64527560321295,STOP_REPLENISHMENT_REVIEW_STOCK
8,1168,327,0.0202352752428355,16159.898794348075,1.3568608576168903,2.9133486855283213,6.20697930314209,538.6632931449359,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,325.6431391423831,STOP_REPLENISHMENT_REVIEW_STOCK
49,1162,328,0.0203036982129065,16154.692438813856,1.363703154623989,2.923878493617833,6.3014052575985,538.4897479604618,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,326.636296845376,STOP_REPLENISHMENT_REVIEW_STOCK
30,1071,431,0.0267374151903379,16119.733225212774,1.3404081857004653,2.887702421087732,6.170591713660284,537.3244408404258,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,429.6595918142995,STOP_REPLENISHMENT_REVIEW_STOCK
11,1071,377,0.0233944427303065,16114.938250339786,1.3394442730306515,2.888566218348681,6.16934669454804,537.1646083446595,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,375.66055572696933,STOP_REPLENISHMENT_REVIEW_STOCK
50,1024,448,0.0278489186890163,16086.800532643,1.4515585355683025,3.112174848669989,6.380692156507303,536.2266844214333,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,446.5484414644317,STOP_REPLENISHMENT_REVIEW_STOCK
33,1139,271,0.0168604765766662,16073.092523081172,1.3527143243332949,2.9246282734563,6.19357396231954,535.7697507693724,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,269.6472856756667,STOP_REPLENISHMENT_REVIEW_STOCK
28,1196,264,0.0164794891618123,16019.91405241876,1.3146155828478996,2.871930446875069,6.114789242253158,533.9971350806253,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,262.6853844171521,STOP_REPLENISHMENT_REVIEW_STOCK
9,1021,425,0.0265433935962953,16011.517082703307,1.321006026296198,2.864340958851101,6.114519988483769,533.7172360901103,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,423.6789939737038,STOP_REPLENISHMENT_REVIEW_STOCK
10,1039,373,0.023347775497267,15975.826050051766,1.3347775497267098,2.898180566554589,6.157358821328516,532.5275350017255,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,371.6652224502733,STOP_REPLENISHMENT_REVIEW_STOCK
16,1102,267,0.0167357152781832,15953.904303574212,1.3402381944849888,2.887294620784865,6.195747461523416,531.7968101191404,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,265.659761805515,STOP_REPLENISHMENT_REVIEW_STOCK
50,1119,380,0.0238847639198584,15909.723925889744,1.3884763919858445,2.987078251126705,6.240889733215288,530.3241308629915,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,378.6115236080142,STOP_REPLENISHMENT_REVIEW_STOCK
12,1160,269,0.0169106611496344,15907.124956247782,1.3577327816301117,2.9295987332658897,6.218057926593883,530.2374985415928,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,267.6422672183699,STOP_REPLENISHMENT_REVIEW_STOCK
36,1187,265,0.0166844550846097,15883.047942299498,1.3351121751276462,2.871540108198257,6.107515235769505,529.4349314099833,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,263.6648878248724,STOP_REPLENISHMENT_REVIEW_STOCK
19,1076,317,0.0200727943010291,15792.519728244675,1.3406127634362472,2.91475030969899,6.1962427553161,526.4173242748226,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,315.65938723656376,STOP_REPLENISHMENT_REVIEW_STOCK
28,1044,264,0.0167482689871233,15762.823023858267,1.341493565379006,2.9086462120815075,6.183324529487395,525.4274341286089,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,262.658506434621,STOP_REPLENISHMENT_REVIEW_STOCK
23,1187,263,0.0166874312552952,15760.364550807995,1.3354097921961878,2.887990496125529,6.187728909068686,525.3454850269331,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,261.6645902078038,STOP_REPLENISHMENT_REVIEW_STOCK
43,1056,263,0.0166965973857344,15751.71239528757,1.3363264052401156,2.934992823236046,6.191431309310647,525.0570798429189,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,261.66367359475987,STOP_REPLENISHMENT_REVIEW_STOCK
33,1081,315,0.0199982105619213,15751.409308580496,1.3331543895254636,2.874534273952559,6.122284908340797,525.0469769526832,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,313.6668456104745,STOP_REPLENISHMENT_REVIEW_STOCK
11,1079,315,0.0200511056696556,15709.856862243048,1.3384439002988966,2.8993094119272347,6.1799659285387705,523.6618954081015,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,313.6615560997011,STOP_REPLENISHMENT_REVIEW_STOCK
33,1191,314,0.0200019138710178,15698.497755006125,1.333524720435121,2.889353710518874,6.148333562700909,523.2832585002042,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,312.6664752795649,STOP_REPLENISHMENT_REVIEW_STOCK
28,1124,263,0.0167546840190862,15697.102953442787,1.342135068575295,2.893332625623903,6.22024561313313,523.2367651147597,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,261.6578649314247,STOP_REPLENISHMENT_REVIEW_STOCK
22,1010,259,0.0167002276757703,15508.770600521371,1.336689434243698,2.8768346183459843,6.113830844221392,516.959020017379,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,257.6633105657563,STOP_REPLENISHMENT_REVIEW_STOCK
14,1176,311,0.0200632520922543,15500.976540092666,1.3396585425587697,2.9022442310384555,6.210362617043936,516.6992180030888,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,309.66034145744123,STOP_REPLENISHMENT_REVIEW_STOCK
50,1057,270,0.0174186377195717,15500.638129503415,1.4085304386238398,3.040881237740435,6.301210008293068,516.6879376501139,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,268.5914695613762,STOP_REPLENISHMENT_REVIEW_STOCK
29,1192,259,0.0167308636436439,15480.372413314954,1.3397530310310624,2.921987674060856,6.188205428696008,516.0124137771651,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,257.6602469689689,STOP_REPLENISHMENT_REVIEW_STOCK
41,1135,254,0.0164501982167419,15440.543430139043,1.311686488340862,2.8312409227623503,6.070258063312641,514.6847810046348,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,252.68831351165915,STOP_REPLENISHMENT_REVIEW_STOCK
11,1021,307,0.0198840439955977,15439.515224768593,1.3217377328931084,2.865956548817359,6.116600738964584,514.6505074922865,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,305.6782622671069,STOP_REPLENISHMENT_REVIEW_STOCK
36,1192,308,0.0200051914484623,15396.003622033491,1.3338524781795698,2.9028868562180827,6.12922441497038,513.2001207344498,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,306.66614752182045,STOP_REPLENISHMENT_REVIEW_STOCK
38,1086,306,0.0199841864814782,15312.106914314818,1.3317519814811594,2.8663920873104947,6.121273956011901,510.403563810494,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,304.66824801851885,STOP_REPLENISHMENT_REVIEW_STOCK
42,1086,255,0.0166579802359912,15307.97830153779,1.3324646902657955,2.912370794971915,6.174989537316189,510.265943384593,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,253.6675353097342,STOP_REPLENISHMENT_REVIEW_STOCK
33,1177,255,0.0166815719234172,15286.329200309716,1.3348238590083927,2.8813458427604304,6.129631588823719,509.54430667699046,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,253.6651761409916,STOP_REPLENISHMENT_REVIEW_STOCK
19,1013,359,0.0235061529143737,15272.596979511496,1.3506152914373757,2.8982196827648656,6.189303940168197,509.0865659837165,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,357.64938470856265,STOP_REPLENISHMENT_REVIEW_STOCK
22,1032,356,0.0234180420948132,15201.954055708542,1.3418042094813272,2.895729837191692,6.19184991212284,506.73180185695145,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,354.6581957905187,STOP_REPLENISHMENT_REVIEW_STOCK
43,1024,303,0.0199864288566565,15160.287121482668,1.3319762189989892,2.887443375539887,6.123088741184885,505.3429040494223,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,301.668023781001,STOP_REPLENISHMENT_REVIEW_STOCK
19,1067,304,0.0200914822204911,15130.790086256158,1.3424815553824527,2.892799328287332,6.167302439234957,504.359669541872,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,302.65751844461755,STOP_REPLENISHMENT_REVIEW_STOCK
7,1081,303,0.0200434643684937,15117.14713731245,1.3376797701827123,2.875690384064693,6.177474419187879,503.90490457708165,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,301.6623202298173,STOP_REPLENISHMENT_REVIEW_STOCK
29,1029,403,0.0268127416811635,15030.167552134935,1.3479408347830193,2.904151157225268,6.216724715779537,501.0055850711646,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,401.652059165217,STOP_REPLENISHMENT_REVIEW_STOCK
35,1017,255,0.0171508697796496,14868.050616451555,1.3817536446316294,2.9897806157768287,6.296527664844905,495.6016872150519,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,253.61824635536837,STOP_REPLENISHMENT_REVIEW_STOCK
33,1076,247,0.0166648772285879,14821.591339195757,1.3331543895254636,2.9018015743844847,6.172919255522047,494.0530446398585,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,245.66684561047452,STOP_REPLENISHMENT_REVIEW_STOCK
19,1162,298,0.0201830441516495,14764.868855308168,1.3516377484982878,2.905291707332117,6.191335831273351,492.1622951769389,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,296.64836225150174,STOP_REPLENISHMENT_REVIEW_STOCK
35,1092,246,0.0166887955014137,14740.428689365935,1.3355462168080388,2.86797901449269,6.153410897330374,491.3476229788645,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,244.66445378319196,STOP_REPLENISHMENT_REVIEW_STOCK
14,1048,244,0.0165622709537893,14732.279207409923,1.3228937620456007,2.8887563418526563,6.149089399273406,491.0759735803308,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,242.6771062379544,STOP_REPLENISHMENT_REVIEW_STOCK
34,1058,246,0.0167101209400431,14721.616969898778,1.3376787606709806,2.87945632553882,6.141277852342919,490.72056566329263,SEVERE_OVERSTOCK,STOP_REPLENISHMENT_REVIEW_STOCK,244.66232123932903,STOP_REPLENISHMENT_REVIEW_STOCK
