sku_id,store_count,stock_on_hand,calibrated_forecast_30d,calibrated_forecast_60d,calibrated_forecast_90d,planning_daily_demand,severe_overstock_count,no_forecast_count,reorder_count,suggested_reorder_quantity,planning_30d_demand,stock_to_forecast_30d_ratio,inventory_coverage_days,business_status,business_action
1188,46,12189,62.97971235476786,136.15067797886832,291.7653116447086,2.40313045688101,41,5,0,0,72.0939137064303,193.53851493221745,5072.134126176377,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1067,44,9605,64.48145653306855,139.04552169440106,296.88861265606386,2.5814812319973504,39,5,0,0,77.44443695992051,148.95755332502748,3720.7320669026885,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1182,43,8983,60.73256300608067,130.74082858947347,280.5904453978245,2.413992296727472,39,4,0,0,72.41976890182416,147.91076739344268,3721.2214853285996,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1193,41,9107,61.73259958639201,134.45190862734012,286.4514216587228,2.333992662530585,38,3,0,0,70.01977987591755,147.5233516977551,3901.897442182152,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1016,45,9900,67.73116518250416,145.94644894534972,310.2363869143704,2.45731165182504,42,3,0,0,73.7193495547512,146.16609611430837,4028.793007450761,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1105,42,8876,61.05958164618568,131.3058694366887,280.3171899597142,2.547262483128522,38,4,0,0,76.41787449385566,145.36621052257854,3484.5250769361573,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1160,44,8859,61.09471000857248,131.638324593576,281.60394658641155,2.2742804334190563,39,5,0,0,68.22841300257168,145.00437106186368,3895.297989563124,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1167,44,9257,64.35468710967854,138.04894959317002,295.9115455361046,2.826880204430117,39,5,0,0,84.8064061329035,143.84344661987808,3274.6346964024106,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1069,39,8697,60.46257821057811,130.2743001326454,278.492039009322,2.317959115439113,37,2,0,0,69.53877346317338,143.84103783517511,3752.0075061170546,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1057,47,10394,72.52300615991199,156.51817204000406,333.8341175149984,2.505230061599118,46,1,0,0,75.15690184797353,143.32003801774857,4148.920356386506,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1004,46,9963,69.71108866152073,151.16919387598088,322.35600935017607,2.843777553281872,43,3,0,0,85.31332659845616,142.91843939455498,3503.43858242434,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1200,42,9043,63.898219730826284,138.67048000337127,330.3287367148198,2.4356488639749276,39,3,0,0,73.06946591924783,141.52193970495557,3712.768344301491,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1093,43,9149,65.59003208884621,141.33844973351137,303.89348350310445,2.4359003208884604,40,3,0,0,73.07700962665382,139.4876585455401,3755.9008148014163,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1079,40,8550,61.34894215549051,132.59705273130834,282.86075312203263,2.27015608822157,37,3,0,0,68.1046826466471,139.36670624784043,3766.2608506792285,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1044,46,9475,68.0840494993576,147.87992414913256,315.3230637914765,2.480840494993574,42,4,0,0,74.42521484980722,139.16622277424023,3819.2701300711974,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1108,41,8183,58.88428487302808,126.64157258631664,272.3430200182913,2.1621761820636123,35,6,0,0,64.86528546190837,138.96746844501834,3784.6129597959157,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1111,42,8459,61.02254965745933,131.20088082613213,282.09688765728214,2.123558829907925,40,2,0,0,63.706764897237754,138.62088764699757,3983.4074200651044,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1123,41,8892,64.22630616863964,138.53024022075743,296.6387696624891,2.415596395019728,41,0,0,0,72.46789185059184,138.44794338089736,3681.0785188836894,OVERSTOCK,STOP_REPLENISHMENT; REVIEW_STOCK
1039,40,8621,62.27503205779536,135.13518229572153,288.3142375775678,2.6060836539112855,38,2,0,0,78.18250961733857,138.43429244643568,3308.0288835169795,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1132,47,9190,66.84909353202247,144.54524125153753,309.42415249298654,2.688490935320223,42,5,0,0,80.65472805960668,137.47381623952387,3418.274497141048,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1032,40,7979,58.253634494977625,125.55987800014806,267.64882399140157,2.5125363449497744,36,4,0,0,75.37609034849324,136.96999456210608,3175.6754548199383,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1063,47,9011,65.84217963494403,142.4666710474886,304.1788149297387,2.2384217963494386,42,5,0,0,67.15265389048315,136.8575592418214,4025.6041174615593,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1126,47,10130,74.25775732939698,159.84481130074056,342.05017550954966,2.9259109066273012,47,0,0,0,87.77732719881904,136.41672418229308,3462.169670667401,OVERSTOCK,STOP_REPLENISHMENT; REVIEW_STOCK
1048,43,8311,61.109799322624816,132.9624761274366,284.19052980343656,2.2110979932262467,39,4,0,0,66.3329397967874,136.00110116746856,3758.7660182682785,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1169,38,7931,58.39466873256293,125.50328188967568,268.3016286822336,2.027280020658961,38,0,0,0,60.81840061976883,135.81719311265473,3912.1383919238024,OVERSTOCK,STOP_REPLENISHMENT; REVIEW_STOCK
1192,40,7027,51.76959641398161,112.77765172799128,240.9482135644202,1.9276959641398146,34,6,0,0,57.83087892419444,135.73603981394362,3645.2843865010736,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1054,46,9490,70.30609581098734,152.7564777808185,325.92297509339994,3.186394291443205,43,3,0,0,95.59182874329615,134.98118321792683,2978.2880371975934,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1081,45,8662,64.34207936888441,138.639623377506,296.5257906518187,2.3667541270221757,40,5,0,0,71.00262381066527,134.62418505841623,3659.8647494061556,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1050,43,8325,62.05140547152858,134.69425074224034,287.72708134694096,2.450514054715284,38,5,0,0,73.51542164145852,134.16295628984278,3397.2463793794686,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1020,41,7940,59.200772941772314,128.04147059391926,273.3724307181612,2.418674396084388,37,4,0,0,72.56023188253164,134.11987049239187,3282.7899500875897,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1147,48,9530,71.48119006069876,154.1944602368869,329.71839207404,2.5081452339403185,46,2,0,0,75.24435701820956,133.32178705905054,3799.6204809193946,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1080,44,8442,63.43073375982681,136.71211913153056,292.2765909112916,2.3143073375982666,40,4,0,0,69.429220127948,133.09005744698877,3647.7436954250456,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1097,44,8265,62.12792092869563,133.63225482200403,286.1274286752332,2.417945875953621,38,6,0,0,72.53837627860864,133.0319746171091,3418.190656042018,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1075,47,9614,72.36966989596831,156.6735565965427,334.83416649735517,2.933696698959681,45,2,0,0,88.01090096879044,132.84570751559545,3277.0940511366507,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1031,43,8598,64.72823835503914,139.4222613320797,295.9604090691105,2.7372823835503897,39,4,0,0,82.1184715065117,132.83228801685192,3141.071616019379,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1141,40,7983,60.108934906719675,130.08663911028697,278.89958892122627,2.271089349067195,37,3,0,0,68.13268047201585,132.80887462718238,3515.0532511100273,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1130,43,8394,63.22816319535644,136.8221660474991,293.1210543725241,2.415614965286896,39,4,0,0,72.46844895860687,132.75729636594073,3474.8915371962303,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1012,45,9048,68.5651126660977,147.3832799591389,314.13318750626246,2.785651126660975,42,3,0,0,83.56953379982926,131.9621546319404,3248.0736418868787,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1195,43,8752,66.57081532795219,144.7465018716269,315.97949159589587,2.45570815327952,41,2,0,0,73.67124459838561,131.46902222669868,3563.9414188172086,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1056,41,8059,61.39313536977317,132.95441504242666,283.0948616410782,2.56393135369773,37,4,0,0,76.9179406109319,131.2687477428924,3143.219879259724,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1076,45,8633,65.77726392862489,142.92013622128346,304.4315807333972,2.4844393059529137,41,4,0,0,74.53317917858742,131.24595771219208,3474.828295992036,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1053,45,8866,67.71509783521547,147.56140916577542,313.9137860707275,2.240484311685486,43,2,0,0,67.21452935056458,130.930919151522,3957.1801300988486,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1184,44,9124,70.56160992085071,152.03452202913743,326.0492765570735,2.7656160992085055,44,0,0,0,82.96848297625516,129.30543974598132,3299.0840639853113,OVERSTOCK,STOP_REPLENISHMENT; REVIEW_STOCK
1198,43,7509,58.54698342019129,127.03938906236415,269.141985452015,2.2954698342019113,37,6,0,0,68.86409502605734,128.25596745280555,3271.2257369353442,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1102,44,8746,68.28466104366957,146.94685397056142,315.426216971614,2.436179943770027,43,1,0,0,73.08539831310081,128.081473442575,3590.0467953387,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1106,48,9450,74.08434941868136,159.28718276467959,341.9043969131311,2.950843494186812,46,2,0,0,88.52530482560435,127.55730561382316,3202.474146330222,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1187,44,7892,62.0186146953108,133.55454683872787,286.53589879862113,2.2868528136197726,40,4,0,0,68.60558440859317,127.25211678416787,3451.0310208850096,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1158,42,8483,66.83512253059209,145.5230697278512,309.6786794842573,2.691684558639252,40,2,0,0,80.75053675917756,126.92428290405425,3151.5579984188325,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1137,45,8635,68.17713627506023,147.48780667250006,322.07171941035006,2.3017713627506002,44,1,0,0,69.05314088251801,126.65536383285661,3751.4586112850225,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1002,45,7783,61.77036380129871,136.79899530908088,284.92074268455707,2.7410369713463187,37,8,0,0,82.23110914038956,125.9989341334649,2839.436345208147,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1064,46,9040,71.76546105822351,155.0084882307283,330.3930425442959,2.8343212772489,44,2,0,0,85.029638317467,125.9658875829673,3189.476109347268,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1168,43,8628,68.7521713599764,147.80166785371958,316.5426031962544,2.6175217135997624,43,0,0,0,78.52565140799287,125.4942182818495,3296.2477274483776,OVERSTOCK,STOP_REPLENISHMENT; REVIEW_STOCK
1103,45,8412,67.08244793642304,144.1460882520549,309.43611813323395,2.747491146030895,41,4,0,0,82.42473438092685,125.39792835187558,3061.702314182966,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1027,45,8461,67.54713773018295,146.064980920053,310.9127388969913,2.478804710635161,41,4,0,0,74.36414131905484,125.26067401697264,3413.338680412617,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1014,44,8329,66.86810097026755,143.58892158557737,306.5331255943724,3.072014343036007,39,5,0,0,92.1604302910802,124.55864424358984,2711.2503621218857,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1095,45,8394,67.4039831254603,145.09894648722292,311.2166484418011,2.500706497921268,43,2,0,0,75.02119493763803,124.53269986101697,3356.6514131016893,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1006,46,8453,68.1843874279114,147.18418418088632,315.28471829751726,2.631843874279112,43,3,0,0,78.95531622837336,123.97266176127219,3211.8166592672064,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1162,44,8058,65.61047435415105,140.89207957556653,301.51481532256173,2.166104743541508,42,2,0,0,64.98314230624524,122.81575585789352,3720.041712676111,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1091,46,8299,67.62420344990451,145.38879821219135,312.18650860383065,2.776242034499043,42,4,0,0,83.2872610349713,122.72233278352527,2989.292683012599,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1139,40,7018,57.36691882625205,124.15986262940683,267.14581713030395,2.023669188262519,36,4,0,0,60.71007564787556,122.33531351501567,3467.9581231483353,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1041,44,8349,69.27070714967739,150.61966096531347,321.4931038264709,2.932707071496772,43,1,0,0,87.98121214490315,120.5271368453019,2846.8577994524708,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1113,45,8548,71.15592937216822,153.40709455070683,329.64832125114293,2.488225960388347,44,1,0,0,74.6467788116504,120.13053691268976,3435.37931686312,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1131,42,7367,61.49129946901968,132.87340407991545,284.69409210212035,2.4649129946901946,38,4,0,0,73.94738984070584,119.80556702516289,2988.7464652381896,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1116,44,7554,63.259424512307426,136.35538572609104,292.65695232750284,2.3825942451230726,40,4,0,0,71.47782735369218,119.4130370017883,3170.49368160872,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1058,44,7519,63.13064875179878,136.2390091487497,290.7253788943459,2.144639820851319,40,4,0,0,64.33919462553958,119.10221340447988,3505.9500093658235,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1190,44,7965,67.09588204501244,144.93272134787273,310.3889675260776,2.790958820450123,42,2,0,0,83.72876461350369,118.71071304579527,2853.8579435992588,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1087,43,7933,67.08912438494366,144.59436480967082,309.05307085744187,2.650891243849435,42,1,0,0,79.52673731548305,118.24569291562177,2992.578446364425,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1099,46,7420,63.06610722668305,135.56226548645373,290.52130016698453,2.1939944056001623,39,7,0,0,65.81983216800487,117.65432062153067,3381.959398374252,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1055,41,6976,59.84794590095862,130.1705010569239,277.80424015703494,2.0384794590095843,40,1,0,0,61.15438377028753,116.56206232281501,3422.158594322731,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1143,43,7607,65.28132880359101,141.0302404868468,302.7636480481281,2.7994799547025755,39,4,0,0,83.98439864107726,116.5264270720781,2717.290397890414,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1101,42,7829,67.18696630547427,144.29110944687613,309.50741896132683,2.521869663054741,41,1,0,0,75.65608989164222,116.5255767674408,3104.442753205862,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1118,40,7316,62.79528873690573,135.28196432056242,290.9584295619329,2.294619554035722,39,1,0,0,68.83858662107167,116.50555554656248,3188.3280987180615,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1176,42,7865,67.66264572064206,145.73441432139944,312.4906188690781,2.7499597905397524,41,1,0,0,82.49879371619257,116.23843431236978,2860.041818450111,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1117,46,7685,66.13148765868887,142.42620122159647,305.1680668353447,2.8213148765868867,41,5,0,0,84.6394462976066,116.20788027124149,2723.9072333879317,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1140,46,7639,66.0358413637143,142.82782599370393,306.4636601103734,2.7436917469704745,40,6,0,0,82.31075240911423,115.67960432162398,2784.204897811432,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1124,43,7384,63.84069689917829,137.5358009667997,294.6608349137243,2.655073635658448,39,4,0,0,79.65220906975344,115.66289778542567,2781.09047554487,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1122,42,7078,62.02380618988283,133.75511279771362,286.3539343448644,2.1202380618988266,40,2,0,0,63.607141856964795,114.11747254483305,3338.3043759063257,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1146,43,7552,66.43116982841973,143.17943212466852,306.0630956228433,3.0809783649508624,41,2,0,0,92.42935094852587,113.68157477138391,2451.1694356284274,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1052,45,7719,68.26728794210604,148.55553761449227,316.18496271906184,2.819339546087725,42,3,0,0,84.58018638263175,113.07026004235125,2737.875262563291,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1181,45,7524,66.56521177779172,143.32663632829232,307.6956154744746,2.8256521177779153,40,5,0,0,84.76956353333746,113.03201475744793,2662.7481679934654,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1191,42,7494,66.62886787358215,144.1774569028742,308.9047607561284,2.5562886787358194,42,0,0,0,76.68866036207459,112.47377059173049,2931.59378372949,OVERSTOCK,STOP_REPLENISHMENT; REVIEW_STOCK
1061,39,6647,59.20358971180819,127.82859304392362,272.51454807806317,2.338702563784747,36,3,0,0,70.1610769135424,112.27359746860505,2842.174162259903,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1062,41,6902,61.90271293123458,133.70071981112397,285.48127920420035,2.6190271293123444,37,4,0,0,78.57081387937033,111.4975365888596,2635.3297080249026,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1186,43,7209,64.7561540678874,139.5610951217835,299.36620091616004,2.420894874012206,41,2,0,0,72.62684622036618,111.3253265850596,2977.824472011193,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1085,44,7300,65.72756756606435,141.6356458805695,303.1313060753884,2.5872756756606416,41,3,0,0,77.61827026981925,111.0645087034842,2821.500649765897,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
1023,41,6759,60.920708219158286,132.09195735550117,281.62342139674007,2.1392070821915814,38,3,0,0,64.17621246574744,110.9474954835544,3159.5819106374306,OVERSTOCK_AND_DORMANT,STOP_REPLENISHMENT; REVIEW_TRANSFER_LIQUIDATION
