store_id,store_sku_count,stock_on_hand,calibrated_forecast_30d,calibrated_forecast_60d,calibrated_forecast_90d,planning_daily_demand,severe_overstock_count,no_forecast_count,reorder_count,suggested_reorder_quantity,planning_30d_demand,stock_to_forecast_30d_ratio,inventory_coverage_days,forecast_coverage_days,business_status,business_action
22,167,37015,242.53332543436773,524.4220283501759,1120.8241204360604,8.871999921010337,153,14,0,0,266.1599976303101,152.61820178199255,4172.114554728801,4578.546053459777,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
8,189,38972,277.34237367344997,597.5322800732116,1279.1247482301121,10.346757070067826,173,16,0,0,310.40271210203474,140.51945789533997,3766.5908009710843,4215.5837368602,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
10,152,31942,229.7653100206189,495.9798663561438,1057.04296936101,8.890986433539517,141,11,0,0,266.7295930061855,139.020115774368,3592.627234195861,4170.603473231041,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
11,189,40250,289.6025198266265,625.5326389911031,1332.810267948134,11.562691864932924,178,11,0,0,346.8807559479877,138.98359732538262,3481.0233179411543,4169.507919761479,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
12,191,40717,295.0593705125383,637.311241584132,1358.272051606242,11.660593705125375,181,10,0,0,349.8178111537613,137.99595630286808,3491.8462155235698,4139.878689086043,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
30,178,36509,265.0577652145195,572.3047776892595,1220.454288947602,9.960577652145188,166,12,0,0,298.81732956435565,137.73978653465267,3665.3496689659496,4132.1935960395795,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
49,150,32115,235.6351113830449,508.79165777129043,1080.3266923414712,8.85301778049711,143,7,0,0,265.5905334149133,136.2912335581192,3627.576584195756,4088.7370067435754,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
7,153,32299,237.12708753501465,510.9299721487646,1094.0034228290347,9.764604208683474,146,7,0,0,292.93812626050425,136.2096601267903,3307.7633572978943,4086.289803803709,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
41,168,33967,251.474111340017,543.1219029805272,1159.8812678118159,10.10140778006683,155,13,0,0,303.0422334020049,135.07155793891394,3362.600613651821,4052.146738167418,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
15,189,39548,294.03783314933173,636.7149745393668,1360.8197104978215,11.183711664826642,182,7,0,0,335.5113499447993,134.49969881907995,3536.214200190848,4034.9909645723983,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
50,152,30413,227.66787327096827,492.197056547629,1026.9097601308492,8.253345399376343,139,13,0,0,247.6003619812903,133.584943554169,3684.9299924244215,4007.5483066250704,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
14,176,35777,270.35150276864715,585.46732440022,1251.32138712856,10.343515027686465,166,10,0,0,310.30545083059394,132.33512532244404,3458.8821985790883,3970.053759673321,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
2,169,27926,245.6432241691436,530.4739038602896,1182.979374312014,9.499765575024762,155,14,0,0,284.9929672507429,113.68520379284257,2939.651487129166,3410.5561137852774,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
38,192,30909,274.51710472700296,592.2585822879815,1265.0180630209068,10.225171047270022,175,17,0,0,306.7551314181007,112.59407690000901,3022.8345185728967,3377.8223070002705,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
44,182,29773,270.545658562965,585.0869328479995,1246.1128824852703,9.825456585629642,171,11,0,0,294.76369756888926,110.04796808842833,3030.189970361776,3301.4390426528503,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
32,175,27440,249.73680313083022,538.4720773570576,1146.6299231269497,9.657368031308295,156,19,0,0,289.72104093924884,109.87567573540589,2841.3538669171617,3296.270272062177,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
5,159,25609,235.76126355037943,507.4327039726392,1095.5189524666935,8.860945968837122,146,13,0,0,265.82837906511367,108.62259395096793,2890.097749164002,3258.6778185290377,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
46,155,25385,233.90519881751575,506.2605361780356,1089.508690536098,9.415718654841818,144,11,0,0,282.47155964525456,108.5268738289329,2696.023631392846,3255.8062148679874,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
47,151,24159,223.02620356397202,482.1840969783634,1020.8098477112411,8.180262035639714,139,12,0,0,245.40786106919143,108.32359433079047,2953.32837685935,3249.707829923714,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
26,175,27596,255.8668382780191,552.2161594599413,1180.8860479982814,9.872001716113516,160,15,0,0,296.1600514834055,107.85297612508431,2795.380389263567,3235.5892837525294,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
16,153,24028,223.52828722735418,483.67308460965785,1031.7241309884562,8.228616205606869,143,10,0,0,246.85848616820607,107.49422499516018,2920.0535545244707,3224.8267498548053,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
37,187,28812,276.66225209154607,596.0724908411929,1272.5721733504886,10.566622520915452,173,14,0,0,316.99867562746357,104.14142074743997,2726.699088849806,3124.2426224231986,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
27,175,27640,266.01460425975904,573.7142682596669,1226.3696712435158,10.410146042597583,166,9,0,0,312.3043812779275,103.9040697668237,2655.102040538055,3117.122093004711,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
45,196,31312,301.48749106972195,650.3589830539712,1385.313526234651,12.151541577363878,186,10,0,0,364.54624732091634,103.85837199712803,2576.792401247969,3115.751159913841,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
25,191,29911,288.72303320819424,623.4727962876666,1332.846081386772,10.553896998748602,179,12,0,0,316.61690996245807,103.5975539174652,2834.118999223378,3107.9266175239563,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
40,187,29987,290.6828333181561,627.1166812534648,1338.394620255189,11.080161666514886,182,5,0,0,332.40484999544657,103.16054669516326,2706.3684540472955,3094.8164008548974,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
21,152,23651,234.04247512813822,505.29729406213124,1079.3729266603425,9.897091417948042,144,8,0,0,296.91274253844125,101.05430643327063,2389.6919813340014,3031.629192998119,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
48,182,28121,280.9417938831996,605.7113753376517,1286.77588776143,11.54275127216532,172,10,0,0,346.2825381649596,100.09546679157033,2436.2475927045375,3002.86400374711,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
42,160,24895,249.5330503086884,541.5332931101415,1152.9274393764285,8.705330503086877,158,2,0,0,261.1599150926063,99.76634345311489,2859.742084596596,2992.9903035934467,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
43,194,29755,303.995095091929,659.8915450357736,1402.3952702169142,12.266617617585949,186,8,0,0,367.99852852757846,97.87986872288845,2425.6890471047177,2936.3960616866534,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
31,198,21669,291.8139044022413,629.2522259098413,1347.7206142183986,11.344805710689071,182,16,0,0,340.34417132067216,74.25622862072768,1910.0371176549527,2227.68685862183,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
39,170,18748,258.62787371512,557.9734268479073,1192.1868306719857,10.209612070484527,160,10,0,0,306.2883621145358,72.49025300595025,1836.30875204353,2174.7075901785074,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
1,197,21195,294.74192306846663,636.3075814217632,1412.4574253328426,11.780752564017993,182,15,0,0,353.42257692053977,71.91036748130513,1799.1210565559272,2157.3110244391537,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
3,193,20304,282.63181013817126,611.1997434135454,1354.7161967294733,10.60298476804837,176,17,0,0,318.0895430414511,71.83904738137547,1914.9324878014738,2155.1714214412636,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
4,181,19233,270.6540251113425,584.3118315867972,1271.1815630419953,11.753206917780084,165,16,0,0,352.5962075334025,71.06120070480337,1636.4044413192958,2131.8360211441013,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
20,163,16943,241.14024907688972,520.0946883614372,1111.4119766392037,9.358069157435557,152,11,0,0,280.7420747230667,70.26201583874774,1810.5230592934604,2107.860475162432,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
13,170,18002,256.92088704742076,556.062348867325,1186.9256424141822,9.295875537140867,161,9,0,0,278.87626611422604,70.06826189525536,1936.55776995664,2102.047856857661,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
6,193,20202,293.71350633410736,635.544924139736,1361.8285277932732,11.787135063341067,183,10,0,0,353.614051900232,68.7813109180606,1713.9024785445818,2063.439327541818,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
24,193,20662,300.852116210565,651.0006935470715,1392.4286005726874,12.311854495438975,186,7,0,0,369.35563486316926,68.67826046980093,1678.2199633413798,2060.347814094028,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
18,154,15710,230.33556897583412,498.66324275076533,1063.3228140467409,9.270022356425,142,12,0,0,278.10067069275004,68.20483727221578,1694.7100444813368,2046.1451181664734,OVERSTOCK_AND_DORMANT_RISK,STOP_REPLENISHMENT; REVIEW_DORMANT_STOCK; CONSIDER_TRANSFER_OR_LIQUIDATION
