date,units_sold,rf_forecast,xgb_forecast,lgb_forecast,rf_error,xgb_error,lgb_error
2025-09-07,803,720.2166825396823,738.166,680.3726791661828,82.78331746031768,64.833984375,122.62732083381718
2025-09-08,446,495.9653389637739,468.8033,452.3401968645862,-49.96533896377389,-22.803314208984375,-6.340196864586176
2025-09-09,631,478.1628456570668,503.23398,462.9742055896405,152.83715434293322,127.76602172851562,168.02579441035948
2025-09-10,591,476.248266079543,494.57758,455.4240176465803,114.75173392045701,96.42242431640625,135.5759823534197
2025-09-11,399,468.26677750330447,452.13882,437.061154993946,-69.26677750330447,-53.138824462890625,-38.06115499394599
2025-09-12,521,465.2271076751839,485.82275,498.76020447310873,55.7728923248161,35.17724609375,22.23979552689127
2025-09-13,564,678.0926507936508,630.7736,607.0952207031905,-114.09265079365082,-66.77362060546875,-43.095220703190535
2025-09-14,730,671.0250330687833,713.5073,679.293066310057,58.97496693121673,16.49267578125,50.70693368994296
2025-09-15,497,500.4345158075477,541.48096,524.3500934854673,-3.4345158075477116,-44.48095703125,-27.350093485467255
2025-09-16,407,502.41314626726864,504.87918,511.3207682881133,-95.41314626726864,-97.87918090820312,-104.3207682881133
2025-09-17,362,526.2321217972911,539.4122,525.3520544299085,-164.23212179729114,-177.41217041015625,-163.35205442990855
2025-09-18,504,504.6868192729233,479.03937,484.1134670933263,-0.6868192729232874,24.96063232421875,19.88653290667372
2025-09-19,538,498.27318541212975,433.59427,465.1337513603762,39.72681458787025,104.40573120117188,72.86624863962379
2025-09-20,625,662.7271150793653,750.4887,680.7921277765457,-37.72711507936526,-125.48870849609375,-55.792127776545726
2025-09-21,531,655.5143227513227,646.1316,621.0274459476561,-124.51432275132265,-115.131591796875,-90.02744594765613
2025-09-22,474,505.12952973854067,507.56717,501.7981882859025,-31.12952973854067,-33.567169189453125,-27.798188285902484
2025-09-23,401,510.6898672783107,495.55643,467.0854569541447,-109.68986727831071,-94.55642700195312,-66.08545695414472
2025-09-24,588,511.7214348082784,505.49414,501.6636757967963,76.27856519172161,82.505859375,86.33632420320367
2025-09-25,284,494.44292387852,433.86765,481.27330383327023,-210.44292387852,-149.86764526367188,-197.27330383327023
2025-09-26,580,503.3724742025477,513.75385,513.8823087568327,76.62752579745228,66.24615478515625,66.11769124316731
2025-09-27,657,643.3544298941798,625.2163,605.6618201084925,13.645570105820184,31.78369140625,51.33817989150748
2025-09-28,706,672.73106998557,725.5378,680.2859017417098,33.26893001443,-19.53778076171875,25.714098258290164
2025-09-29,537,496.29114108823455,457.0555,451.80306674512616,40.70885891176545,79.94448852539062,85.19693325487384
2025-09-30,527,493.6543481368718,428.6003,506.00953874979575,33.34565186312818,98.39968872070312,20.99046125020425
2025-10-01,477,524.1185264017676,518.7697,536.1237216682725,-47.118526401767554,-41.76971435546875,-59.12372166827254
2025-10-02,595,506.71020960583905,460.32343,473.6399799072829,88.28979039416095,134.67657470703125,121.3600200927171
2025-10-03,326,521.4267629073779,476.4366,529.5968881731443,-195.4267629073779,-150.43661499023438,-203.5968881731443
2025-10-04,808,684.7417353294852,656.7079,673.8514417998329,123.25826467051479,151.2921142578125,134.14855820016714
2025-10-05,524,713.3219457671959,640.68567,679.6843327695124,-189.32194576719587,-116.6856689453125,-155.68433276951237
2025-10-06,461,515.422967492545,515.48596,500.7984372941716,-54.42296749254501,-54.4859619140625,-39.798437294171606
2025-10-07,649,517.3443883362077,503.95358,536.409061928825,131.65561166379234,145.04641723632812,112.59093807117495
2025-10-08,708,510.59353328811716,481.83902,515.2641089221006,197.40646671188284,226.16098022460938,192.7358910778994
2025-10-09,503,503.7255104353701,437.16794,505.6611929010133,-0.7255104353700972,65.83206176757812,-2.661192901013294
2025-10-10,377,498.3334731221175,459.757,485.2168933243653,-121.33347312211748,-82.75698852539062,-108.21689332436529
2025-10-11,755,736.0361177248677,760.3248,773.6509515236402,18.963882275132278,-5.3248291015625,-18.650951523640174
2025-10-12,633,698.9641560846559,645.09216,659.9918143909719,-65.96415608465588,-12.0921630859375,-26.991814390971854
2025-10-13,394,521.7943263059755,493.11688,517.0397552433955,-127.79432630597546,-99.11688232421875,-123.03975524339546
2025-10-14,520,515.6440598528135,506.18225,530.3777364848189,4.355940147186516,13.8177490234375,-10.37773648481891
2025-10-15,369,499.5832584691294,476.7834,474.659236369656,-130.58325846912942,-107.78338623046875,-105.65923636965601
2025-10-16,519,514.9682408381342,508.1726,541.1757377893849,4.031759161865807,10.827392578125,-22.175737789384925
2025-10-17,408,483.2644252509847,410.59366,434.90702671970604,-75.26442525098469,-2.593658447265625,-26.90702671970604
2025-10-18,365,712.8767222222222,786.81226,724.3178668713953,-347.87672222222216,-421.812255859375,-359.31786687139527
2025-10-19,445,691.6618280423284,678.7991,715.4824639246136,-246.66182804232835,-233.799072265625,-270.4824639246136
2025-10-20,454,495.016034525819,487.67844,524.4180242269983,-41.01603452581901,-33.678436279296875,-70.41802422699834
2025-10-21,553,511.17932204108627,539.7232,544.4999696750003,41.820677958913734,13.27679443359375,8.50003032499967
2025-10-22,636,516.4103364778704,521.5609,545.993029002314,119.58966352212963,114.4390869140625,90.00697099768604
2025-10-23,653,499.763906593637,473.85175,501.28089051975047,153.236093406363,179.14825439453125,151.71910948024953
2025-10-24,356,490.9104685636969,433.72955,455.32990213348864,-134.9104685636969,-77.72955322265625,-99.32990213348864
2025-10-25,626,701.3217817460314,740.33624,709.2000077604133,-75.32178174603143,-114.33624267578125,-83.20000776041331
2025-10-26,580,671.7674021164021,619.8115,639.064057906521,-91.76740211640208,-39.8115234375,-59.06405790652104
2025-10-27,453,518.1372699512394,509.97003,491.93107880818417,-65.13726995123943,-56.97003173828125,-38.93107880818417
2025-10-28,642,500.60645364425085,458.92798,513.6200371143241,141.39354635574915,183.072021484375,128.37996288567592
2025-10-29,523,503.3684442707611,473.2709,478.5047876566032,19.631555729238926,49.729095458984375,44.495212343396815
2025-10-30,582,497.325001859897,447.85434,465.1298691645671,84.67499814010301,134.14566040039062,116.87013083543292
2025-10-31,734,494.4509714240081,480.32632,458.75036297284674,239.54902857599188,253.67367553710938,275.24963702715326
