sku_id,total_stock,forecast_30d,forecast_60d,forecast_90d,suggested_reorder_qty,stores,high_risk_items,critical_items,overstock_items
1078,5327,151.03778681,322.375818476,621.257962301,0.0,46,0,0,46
1079,8550,131.443019933,280.206970472,539.300545437,0.0,40,0,0,40
1080,8442,143.83962223,307.803785945,593.65257457,0.0,44,0,0,44
1081,8662,147.367713053,314.852149909,606.744460619,0.0,45,0,0,45
1082,6804,146.769662339,313.594105736,604.124408421,0.0,45,0,0,45
1083,7593,154.033925227,328.985634311,634.236896696,0.0,47,0,0,47
1084,6098,140.3431407945,300.2847660515,579.1294522765,0.0,43,0,0,43
1085,7300,144.078478886,307.405641724,592.310980689,0.0,44,0,0,44
1086,11787,153.59006711,328.513727537,633.981117232,0.0,47,0,0,47
1087,7933,140.859354129,300.581765541,579.247005996,0.0,43,0,0,43
1088,6694,151.276026516,322.372509787,620.944524292,0.0,46,0,0,46
1089,4672,140.329751932,300.106050212,622.116413057,0.0,43,0,0,43
1090,7425,147.652342722,314.992657637,652.481542432,0.0,45,0,0,45
1091,8299,150.619368788,325.342676025,826.12274359,0.0,46,0,0,46
1092,6180,141.307302102,304.846178329,773.433516154,0.0,43,0,0,43
1093,9149,140.545708571,303.794596046,771.313363211,0.0,43,0,0,43
1094,10898,144.251199504,311.389125715,790.152847665,0.0,44,0,0,44
1095,8394,147.167168137,317.82587402,807.57863365,0.0,45,0,0,45
1096,4559,137.548199718,297.010135898,753.887550858,0.0,42,0,0,42
1097,8265,144.2557034025,311.5569000875,790.6575233325,0.0,44,0,0,44
1098,4979,140.73311155,304.213149518,772.387643408,0.0,43,0,0,43
1099,7420,150.35293120400001,325.070210503,825.561347733,0.0,46,0,0,46
1100,5688,160.91913029,346.990073253,880.100503218,0.0,49,0,0,49
1101,7829,137.18050831,296.625206625,753.633629995,0.0,42,0,0,42
1102,8746,143.677691602,310.342910371,789.375107046,0.0,44,0,0,44
1103,8412,147.681033423,318.141074619,807.247918154,0.0,45,0,0,45
1104,10990,143.15753484,309.921055879,788.007087964,0.0,44,0,0,44
1105,8876,137.251853807,296.759205181,753.244788196,0.0,42,0,0,42
1106,9450,157.5366833,339.690709734,861.344613859,0.0,48,0,0,48
1107,5227,143.4331942299,310.1356426209,787.5310138659,0.0,44,0,0,44
1108,8183,134.536740691,289.949638053,735.151302243,0.0,41,0,0,41
1109,4915,140.760428273,303.690603294,770.609393774,0.0,43,0,0,43
1110,10379,143.5158277534,310.6145063964,787.5127743114,0.0,44,0,0,44
1111,8459,136.402985846,295.72521277,750.07629522,0.0,42,0,0,42
1112,6850,156.638712062,338.859472079,858.546275704,0.0,48,0,0,48
1113,8548,147.723227203,318.22548249,805.319977685,0.0,45,0,0,45
1114,5278,152.385503231,330.613260382,839.157900477,0.0,47,0,0,47
1115,6689,145.9766951256,316.8309225776,803.4512048526,0.0,45,0,0,45
1116,7554,143.522503284,307.410660862,734.180517283,0.0,44,0,0,44
1117,7685,148.985351757,320.522434513,766.40843921,0.0,46,0,0,46
1118,7316,129.558123746,277.957854589,663.920127098,0.0,40,0,0,40
1119,9845,126.177409155,271.317084352,649.1176242189999,0.0,39,0,0,39
1120,10795,146.575472395,313.692811347,749.063588403,0.0,45,0,0,45
1121,10212,136.261831576,292.600752019,699.19915984,0.0,42,0,0,42
1122,7078,136.273380103,292.587305691,699.037224037,0.0,42,0,0,42
1123,8892,133.1795501475,285.7487410765,683.0388754325,0.0,41,0,0,41
1124,7384,139.38654251399998,299.365145805,717.48361993,0.0,43,0,0,43
1125,6533,136.524925042,293.203549302,702.769927513,0.0,42,0,0,42
1126,10130,152.274408206,327.487367811,785.737660952,0.0,47,0,0,47
1127,10411,146.103563219,313.559285584,751.18744458,0.0,45,0,0,45
1128,9979,130.532628122,279.622689847,669.200493142,0.0,40,0,0,40
1129,5485,149.169931437,320.108024595,766.931255186,0.0,46,0,0,46
1130,8394,139.944813491,299.765701487,717.299583668,0.0,43,0,0,43
1131,7367,136.79682904,293.043974264,701.654792249,0.0,42,0,0,42
1132,9190,152.968658756,328.182193416,784.668809877,0.0,47,0,0,47
1133,4714,139.277147557,298.386027575,713.987208062,0.0,43,0,0,43
1134,5700,128.1272155026,277.4914274606,665.8719475706,0.0,40,0,0,40
1135,6718,140.004584411,300.655187489,715.487232614,0.0,43,0,0,43
1136,7049,145.927984592,313.083993291,746.797611442,0.0,45,0,0,45
1137,8635,146.204091919,314.047219612,747.939936368,0.0,45,0,0,45
1138,6086,136.231105732,292.579898454,696.352858909,0.0,42,0,0,42
1139,7018,129.663883847,279.236432496,664.737854621,0.0,40,0,0,40
1140,7639,149.07387118,320.64541733,763.284823851,0.0,46,0,0,46
1141,7983,128.7812786427,277.1624838587,661.5942278447,0.0,40,0,0,40
1142,4680,134.049499122,288.458553514,689.19281932,0.0,42,0,0,42
1143,7607,136.309041597,293.794754258,703.4309588140001,0.0,43,0,0,43
1144,7214,150.184981942,324.230823207,773.227433693,0.0,47,0,0,47
1145,6393,144.1619164745,311.1080968995,741.1729207055,0.0,45,0,0,45
1146,7552,136.4080095745,294.7366230555,705.0932254815,0.0,43,0,0,43
1147,9530,152.7291063177,329.9353504657,788.3316471227,0.0,48,0,0,48
1148,6849,143.688951037,309.361905792,738.582315935,0.0,45,0,0,45
1149,4365,134.1915634175,289.2001804215,690.1675266645,0.0,42,0,0,42
1150,4801,134.818194191,290.14880393,691.629228767,0.0,42,0,0,42
1151,5174,136.51191131299998,294.560408148,705.002801507,0.0,43,0,0,43
1152,6448,130.465223702,281.72828201,673.205210733,0.0,41,0,0,41
1153,4723,134.694460447,289.775141882,690.827360215,0.0,42,0,0,42
1154,6856,147.402830282,318.0193836,758.2983974929999,0.0,46,0,0,46
1155,5165,142.699672014,307.868109447,736.70351427,0.0,45,0,0,45
1156,6814,136.121309018,294.62463402,711.14513386,0.0,44,0,0,44
1157,6196,129.3213784243,279.1558937823,675.2886743223,0.0,42,0,0,42
1158,8483,131.0396904712,282.8109984682,681.0465181482,0.0,42,0,0,42
1159,4859,132.964715937,287.409622921,693.388354121,0.0,43,0,0,43
1160,8859,136.457387589,294.61800172,710.31977211,0.0,44,0,0,44
1161,4489,133.0908692608,287.45769613379997,693.8053556538,0.0,43,0,0,43
1162,8058,136.196972684,293.90582631,708.84785055,0.0,44,0,0,44
1163,6520,137.214597993,294.963598514,710.134731844,0.0,44,0,0,44
1164,5465,142.602758996,307.691599269,742.1710333240001,0.0,46,0,0,46
1165,6716,136.390051283,295.299464392,711.584434212,0.0,44,0,0,44
1166,11938,146.303105024,315.0512185,759.403442195,0.0,47,0,0,47
1167,9257,134.3449895194,290.6345285974,704.7278645374,0.0,44,0,0,44
1168,8628,135.780183459,292.775402897,701.827832956,0.0,43,0,0,43
1169,7931,121.790673593,262.782001304,626.454825039,0.0,38,0,0,38
1170,7467,138.815879714,300.144661762,719.039751347,0.0,44,0,0,44
1171,6625,138.085001264,297.456186535,708.179180146,0.0,43,0,0,43
1172,4294,132.84855131,287.020484946,681.004726449,0.0,41,0,0,41
1173,5326,149.89824653,322.398950592,761.744954515,0.0,46,0,0,46
1174,5097,146.545460077,315.067993867,743.282890735,0.0,45,0,0,45
1175,5685,133.536021979,287.852220453,679.109622016,0.0,41,0,0,41
1176,7865,136.778635884,294.33455734,694.503401868,0.0,42,0,0,42
1177,8823,135.799222436,292.895109595,692.776785439,0.0,42,0,0,42
1178,10284,146.653860242,316.366459125,745.400026049,0.0,45,0,0,45
1179,5762,129.084380112,279.828034217,661.311168955,0.0,40,0,0,40
1180,10454,146.981038934,316.772081134,745.106361966,0.0,45,0,0,45
1181,7524,146.462659205,316.140687873,744.487028141,0.0,45,0,0,45
1182,8983,139.609991444,301.25284715,718.251697886,0.0,43,0,0,43
1183,4443,132.969743746,287.672857773,683.999186814,0.0,41,0,0,41
1184,9124,142.794656866,307.57719853,732.058237996,0.0,44,0,0,44
1185,7186,144.968318626,313.606500574,746.939052124,0.0,45,0,0,45
1186,7209,139.920307989,301.933021319,716.668090109,0.0,43,0,0,43
1187,7892,142.614035024,308.285865563,732.290713668,0.0,44,0,0,44
1188,12189,148.940989854,322.733069239,766.113204153,0.0,46,0,0,46
1189,4564,145.411091859,314.009027904,738.898595285,0.0,44,0,0,44
1190,7965,146.337179038,315.471080799,740.100997855,0.0,44,0,0,44
1191,7494,138.488385223,299.061286303,703.711032199,0.0,42,0,0,42
1192,7027,131.968468232,284.644872706,669.43607126,0.0,40,0,0,40
1193,9107,135.637302767,292.081577835,686.574946575,0.0,41,0,0,41
1194,7913,161.877184714,351.316558115,811.680813136,0.0,45,0,0,45
1195,8752,155.120280281,336.136835973,785.064847363,0.0,43,0,0,43
1196,10403,153.050207244,334.409712304,775.431811945,0.0,43,0,0,43
1197,5033,154.883092102,333.038984923,779.885779981,0.0,44,0,0,44
1198,7509,148.854709411,320.439511473,738.97684426,0.0,43,0,0,43
1199,5228,154.915109301,335.897258956,762.088729006,0.0,45,0,0,45
1200,9043,148.110617783,319.719341235,720.471201035,0.0,42,0,0,42
